id,input_len,output_len,arrival_time
93390,229,30000,93372743.989383
93391,121,5361,93373006.255038
93392,128,30000,93374214.017998
93393,83,30000,93375828.878654
93394,78,10853,93376002.060006
93395,131,20382,93376017.020022
93396,182,10273,93376325.562884
93397,128,13597,93377269.999940
93398,78,11995,93377527.961451
93399,113,12238,93378443.275687
93400,204,30000,93380331.248730
93401,83,3270,93381945.699410
93402,175,30000,93382130.134238
93403,84,21512,93382780.880323
93404,83,20293,93383161.725070
93405,189,13119,93383166.558020
93406,149,9476,93383404.532316
93407,231,26274,93384067.300285
93408,204,30000,93384732.892596
93409,235,12497,93385021.909478
93410,119,13908,93385101.155082
93411,76,6787,93386746.370004
93412,162,20325,93386760.608007
93413,205,8897,93387666.910993
93414,279,14208,93389748.365587
93415,115,12101,93390105.414965
93416,82,8217,93390753.233429
93417,204,16166,93392400.652222
93418,117,8341,93395347.739707
93419,126,11852,93398556.119946
93420,89,17674,93401737.140233
93421,134,8862,93404136.174927
93422,132,16259,93404369.123276
93423,104,10401,93404652.035860
93424,429,18681,93407806.108328
93425,132,18578,93408391.369610
93426,142,11033,93408841.638361
93427,101,14699,93409096.704960
93428,111,14918,93410922.639156
93429,78,11706,93411344.607998
93430,80,11279,93411606.385658
93431,198,8054,93412722.168976
93432,131,17920,93413010.571081
93433,66,10094,93413111.886726
93434,109,15615,93413838.408735
93435,167,22197,93414128.434848
93436,533,30000,93415647.597855
93437,147,7014,93415977.066789
93438,89,4301,93416024.347309
93439,91,11721,93416059.153834
93440,217,20739,93417848.042159
93441,152,12086,93418511.620768
93442,185,30000,93418866.492526
93443,123,17449,93419807.464781
93444,85,19227,93420233.216741
93445,68,5775,93422448.031840
93446,100,28128,93422998.138366
93447,101,14699,93423241.766903
93448,206,30000,93425556.966752
93449,141,13513,93426236.683344
93450,86,11885,93430253.445292
93451,72,7217,93431887.491258
93452,140,9732,93432489.438294
93453,116,9826,93434841.275288
93454,76,9742,93434841.644730
93455,127,9625,93435285.174340
93456,140,11064,93438383.708524
93457,185,19373,93438810.621548
93458,98,10084,93438911.730776
93459,112,19974,93439116.593117
93460,140,18938,93439172.134094
93461,264,11165,93439505.911144
93462,128,10068,93440093.732249
93463,69,27792,93440363.434249
93464,104,22231,93443000.566137
93465,88,8467,93444116.792095
93466,196,13337,93444592.857584
93467,141,12138,93445325.810309
93468,153,11857,93445462.435145
93469,93,16132,93446162.855689
93470,198,9416,93447583.358937
93471,93,29261,93449183.221087
93472,121,10706,93449934.163504
93473,167,11454,93451440.331550
93474,131,17920,93452499.788484
93475,196,10095,93452561.823777
93476,218,13570,93454105.344373
93477,124,23879,93454806.500376
93478,125,11122,93454918.145951
93479,138,13208,93455808.101259
93480,112,12043,93457823.056561
93481,120,16386,93459112.308899
93482,202,30000,93459466.693647
93483,145,19260,93460027.824451
93484,95,8132,93460278.825739
93485,129,18659,93463636.809856
93486,129,15415,93464709.362348
93487,118,10016,93466238.560541
93488,194,18016,93467387.218784
93489,155,6646,93467463.661009
93490,143,25734,93468683.507884
93491,140,12566,93469730.677500
93492,105,6427,93471891.454582
93493,185,13232,93473150.986610
93494,98,21534,93473223.568698
93495,154,13654,93473687.330775
93496,168,30000,93474635.836298
93497,118,9828,93475893.965255
93498,111,12483,93476224.121458
93499,303,11911,93476400.210211
93500,120,15223,93477362.506853
93501,376,30000,93477816.252355
93502,124,20256,93479442.154809
93503,121,7789,93479888.488903
93504,263,30000,93480923.942974
93505,136,8285,93481622.508146
93506,116,19012,93483445.920168
93507,97,12469,93485106.177197
93508,124,30000,93485114.821949
93509,169,15227,93486421.042175
93510,154,14462,93488681.376883
93511,105,8516,93489168.810722
93512,198,9416,93490501.907327
93513,105,10347,93490737.396846
93514,83,30000,93492298.177085
93515,203,14898,93495196.948661
93516,94,11022,93496817.442581
93517,123,24079,93497180.153529
93518,149,10286,93498135.676327
93519,57,10575,93498610.909674
93520,119,13908,93500877.287084
93521,125,10619,93501101.510371
93522,95,17768,93503609.750038
93523,275,12092,93504498.546054
93524,121,11870,93506109.448328
93525,151,10187,93506740.719167
93526,160,13637,93507329.120170
93527,107,11568,93507604.286887
93528,119,12158,93509617.529901
93529,111,19630,93510120.670189
93530,105,12881,93511147.580392
93531,106,10570,93511504.452840
93532,70,7418,93513046.355276
93533,126,9416,93513186.180044
93534,117,8341,93514248.600371
93535,119,12158,93514788.365787
93536,134,7263,93515584.685413
93537,357,16080,93516309.939266
93538,67,8789,93517384.162541
93539,129,9463,93517829.790174
93540,143,30000,93517834.088207
93541,144,6541,93519215.320164
93542,191,25127,93519453.111696
93543,221,30000,93520678.954255
93544,152,12566,93522609.665855
93545,94,9372,93524358.506512
93546,132,18907,93526020.077933
93547,159,19791,93529983.436970
93548,116,11906,93531968.605118
93549,202,30000,93532193.543476
93550,131,21433,93532285.756697
93551,189,30000,93532699.608334
93552,196,23613,93537269.676237
93553,111,12568,93537620.423623
93554,64,10216,93541639.850670
93555,91,21506,93542568.436228
93556,65,13111,93543347.011728
93557,97,27880,93543774.789494
93558,143,21696,93544401.769064
93559,121,8596,93544733.025705
93560,551,30000,93545466.298965
93561,159,12086,93546893.639084
93562,122,12495,93547474.566677
93563,115,12486,93548242.706882
93564,118,21269,93552169.684977
93565,177,12629,93559062.974867
93566,204,16166,93560025.806162
93567,150,30000,93562869.828312
93568,189,30000,93565754.694177
93569,99,7407,93568546.858724
93570,102,7442,93568777.432176
93571,82,10761,93570292.317165
93572,82,12795,93570675.505777
93573,82,12795,93576287.842572
93574,142,9722,93577823.644565
93575,144,13801,93578074.237999
93576,87,7815,93578425.960542
93577,267,14483,93580651.148013
93578,175,17137,93581557.354809
93579,153,11857,93582176.264468
93580,93,5173,93582179.623109
93581,132,15451,93583834.977698
93582,162,30000,93583843.196619
93583,215,30000,93584098.906787
93584,83,6346,93584396.697975
93585,145,16557,93585678.447212
93586,141,15592,93586547.309443
93587,154,14707,93586567.949985
93588,117,8341,93587306.499591
93589,118,4622,93588562.185467
93590,211,25924,93588986.845447
93591,271,12331,93589834.098049
93592,91,11960,93589914.765746
93593,196,13337,93591462.706494
93594,141,10674,93594345.049469
93595,97,27880,93594358.135924
93596,122,9032,93596489.243531
93597,150,7844,93597695.039874
93598,102,17019,93600260.535307
93599,134,30000,93602413.596469
93600,226,24649,93604315.386284
93601,190,15299,93604401.866614
93602,132,18907,93605123.401502
93603,160,30000,93605343.705648
93604,108,7303,93606138.712968
93605,126,10242,93606409.281048
93606,119,2012,93606941.309558
93607,275,11976,93607314.251674
93608,234,19231,93607682.178786
93609,187,17499,93608010.227553
93610,145,12460,93608970.460934
93611,146,12633,93609680.631516
93612,176,21834,93611565.750173
93613,154,20413,93612209.042779
93614,126,30000,93612966.522024
93615,107,4514,93613850.807339
93616,196,11863,93614631.127878
93617,176,8867,93617558.132744
93618,130,21906,93617979.686492
93619,97,12426,93618228.206138
93620,149,28027,93619494.691827
93621,187,12178,93621189.647889
93622,66,13263,93621289.677374
93623,117,15503,93622033.872974
93624,126,7120,93623114.116456
93625,116,19012,93623778.114076
93626,158,28443,93625493.109251
93627,176,9058,93626660.027757
93628,79,12209,93626698.733964
93629,139,9521,93626846.484013
93630,172,14378,93627520.917837
93631,203,8394,93627955.565022
93632,220,30000,93628283.009709
93633,212,7046,93629050.155252
93634,125,8592,93629192.024544
93635,73,25055,93629252.463808
93636,102,11742,93629579.995042
93637,221,30000,93630092.211795
93638,177,6129,93630563.470510
93639,133,4755,93630918.109919
93640,132,15097,93630981.562209
93641,113,9268,93631385.427465
93642,177,10975,93632977.720383
93643,123,16915,93633381.945867
93644,135,6511,93633988.094187
93645,98,25592,93634393.962143
93646,159,27523,93634577.135020
93647,124,19917,93636206.317304
93648,175,24957,93637004.262585
93649,152,11475,93638827.646828
93650,109,6928,93640293.284516
93651,95,12356,93641725.014649
93652,56,4672,93641928.078613
93653,66,20352,93642040.822382
93654,171,10256,93642380.927720
93655,162,12080,93642487.374528
93656,156,11356,93644120.516380
93657,275,14262,93644174.968030
93658,91,11960,93645276.819278
93659,103,18717,93646981.479600
93660,168,30000,93649703.225764
93661,87,12039,93650337.799421
93662,82,10545,93652887.630638
93663,112,20514,93653467.546436
93664,586,30000,93655509.387078
93665,77,12730,93655875.684679
93666,123,9449,93657287.724135
93667,198,26278,93657949.929711
93668,234,18537,93659435.754879
93669,142,15084,93660528.752693
93670,99,8591,93662267.630889
93671,204,13664,93662458.267826
93672,382,30000,93664324.480677
93673,179,14429,93665173.691983
93674,66,16955,93665287.181806
93675,83,21055,93665330.102459
93676,114,16985,93665776.933027
93677,192,18734,93666097.449499
93678,198,8054,93666215.862081
93679,97,12469,93667515.914683
93680,121,7490,93668345.745052
93681,76,11502,93668999.067434
93682,209,18337,93669015.951233
93683,111,8033,93669709.527507
93684,400,30000,93670376.595829
93685,76,8409,93671363.462332
93686,141,5119,93672407.914895
93687,116,7346,93672655.274534
93688,148,29704,93673103.836323
93689,130,10121,93673336.149076
93690,68,10509,93675900.766870
93691,131,28254,93676148.820525
93692,61,21693,93676726.437319
93693,191,14805,93678381.827814
93694,68,10119,93678672.896055
93695,156,30000,93680655.679921
93696,119,12158,93681110.632535
93697,114,14952,93681980.864954
93698,98,14111,93682441.425269
93699,137,10255,93683419.516633
93700,131,8272,93683528.836493
93701,116,15775,93684642.222175
93702,114,3374,93685866.318933
93703,134,12181,93686750.071448
93704,118,30000,93686979.620970
93705,187,20891,93687318.457302
93706,82,10101,93688763.021398
93707,151,17482,93689373.558232
93708,92,30000,93690592.486234
93709,82,24030,93692089.424376
93710,108,11737,93692598.841716
93711,145,8248,93696201.952428
93712,166,9714,93696347.038664
93713,163,12837,93697040.821684
93714,176,9580,93698610.938121
93715,123,23698,93701214.061957
93716,93,9296,93704227.180131
93717,54,15523,93705876.011991
93718,154,11135,93706969.060279
93719,116,20819,93709341.768802
93720,138,24519,93709701.899193
93721,123,24079,93710147.931418
93722,83,9546,93710522.979887
93723,141,30000,93710605.715563
93724,117,19575,93711535.074869
93725,222,16388,93711838.150382
93726,271,7167,93712020.685030
93727,107,4514,93713761.332909
93728,101,16571,93714754.824498
93729,108,11737,93715407.651657
93730,66,7270,93717384.948840
93731,78,11585,93717822.244663
93732,158,20162,93717931.632307
93733,80,10675,93718121.204480
93734,123,25417,93718232.107205
93735,108,8876,93719963.224038
93736,118,10972,93720650.854651
93737,108,17261,93720838.493982
93738,180,21222,93723505.061555
93739,119,10742,93724278.993138
93740,90,5168,93725359.427813
93741,102,16800,93727279.235722
93742,103,26800,93727931.913061
93743,110,7654,93729015.241697
93744,164,30000,93731205.629199
93745,133,23864,93736604.293142
93746,142,11566,93737050.316815
93747,212,7608,93737670.295420
93748,127,18835,93737886.093271
93749,158,20162,93739839.290752
93750,77,15853,93740198.408307
93751,98,13140,93740742.721657
93752,106,11499,93740941.228416
93753,182,19176,93743529.047824
93754,115,10129,93743865.064501
93755,129,7372,93744274.524067
93756,113,4599,93748110.760940
93757,468,21139,93748133.896601
93758,115,16456,93748786.546946
93759,95,10878,93749121.892359
93760,67,9279,93749443.918321
93761,551,30000,93751505.995404
93762,105,7836,93751776.955012
93763,66,16356,93752219.687046
93764,102,7011,93755436.508415
93765,82,24780,93755850.972862
93766,131,21433,93757177.894840
93767,99,4751,93757214.708251
93768,139,9121,93758328.379450
93769,177,20245,93758463.048308
93770,145,19260,93758553.347967
93771,397,11212,93759249.490099
93772,140,18277,93760997.959676
93773,274,21875,93761439.538962
93774,99,4745,93761461.523038
93775,163,12152,93762944.851370
93776,151,8751,93763987.764391
93777,160,11369,93764488.135810
93778,131,20268,93765557.337524
93779,105,7052,93765972.639166
93780,140,22565,93766180.295169
93781,282,12502,93768436.725793
93782,198,30000,93768607.020959
93783,71,25880,93768717.225738
93784,66,9241,93769151.734638
93785,124,8698,93773211.295702
93786,118,30000,93777998.754949
93787,98,11911,93778289.199397
93788,429,22074,93778778.065058
93789,116,18739,93779239.789945
93790,111,11670,93779366.932113
93791,489,16886,93779709.568597
93792,125,9457,93779718.093193
93793,125,9259,93781077.058289
93794,123,2411,93781148.301300
93795,187,9937,93782805.909871
93796,551,30000,93784450.576300
93797,134,10143,93784845.766797
93798,77,15853,93785216.822535
93799,89,30000,93785402.509526
93800,146,9970,93786845.928795
93801,215,30000,93790518.477088
93802,172,8057,93792288.438332
93803,94,9986,93793967.299479
93804,131,4849,93795294.277757
93805,104,11981,93795804.050967
93806,166,12103,93797140.874801
93807,86,4811,93799296.881539
93808,101,4113,93799755.828647
93809,136,8554,93799825.752962
93810,169,17411,93801085.026773
93811,78,7649,93801579.265212
93812,167,11792,93803662.629345
93813,99,10997,93804328.554078
93814,202,30000,93804368.063282
93815,160,17400,93804805.844826
93816,91,12910,93805424.935462
93817,94,10264,93805693.882518
93818,282,12502,93808516.920686
93819,303,11878,93810711.010583
93820,148,28681,93812908.899169
93821,159,24602,93813025.113234
93822,153,9265,93814396.879236
93823,303,11878,93815780.285895
93824,85,29473,93816125.042218
93825,123,18675,93816135.998998
93826,137,7841,93816208.228721
93827,103,9654,93816330.173580
93828,140,5891,93817027.792185
93829,137,6563,93817207.897211
93830,106,7796,93817414.256260
93831,133,7752,93818445.681504
93832,116,11401,93820216.460399
93833,176,6906,93823520.643159
93834,84,9082,93823539.699619
93835,108,10462,93824581.099875
93836,100,7307,93824817.680455
93837,126,26237,93825971.760112
93838,112,19616,93826038.033445
93839,103,17330,93826089.152936
93840,95,11682,93826879.406394
93841,202,9825,93827324.040005
93842,119,17905,93830992.496472
93843,123,9787,93831989.408528
93844,97,12854,93832075.748703
93845,198,30000,93832864.740075
93846,432,11809,93833458.584508
93847,225,24089,93835050.952798
93848,126,9416,93835108.055563
93849,152,9134,93835314.269493
93850,187,20891,93836305.425433
93851,123,20435,93836419.441126
93852,405,25909,93839464.217853
93853,279,12408,93839655.901308
93854,152,19536,93840686.635724
93855,219,30000,93840694.778771
93856,204,30000,93841996.675811
93857,91,11867,93843978.701749
93858,508,30000,93844538.627826
93859,249,12231,93844550.696985
93860,165,22040,93845020.668318
93861,196,24455,93846317.330790
93862,124,16003,93848356.782728
93863,149,22506,93848490.139252
93864,110,30000,93848671.733938
93865,140,12566,93850688.255405
93866,189,30000,93852912.348780
93867,198,8794,93853050.769353
93868,108,30000,93854886.046529
93869,117,15940,93855053.932003
93870,160,28593,93856151.734303
93871,217,30000,93856388.023917
93872,158,10950,93856880.862476
93873,96,8739,93857226.848717
93874,120,10912,93857958.458884
93875,134,10143,93858630.001317
93876,161,11973,93859566.942442
93877,78,13905,93860663.613629
93878,108,26012,93861788.403880
93879,238,12566,93862505.320185
93880,66,7750,93863214.592812
93881,206,30000,93863458.155111
93882,118,9828,93864165.718949
93883,101,11324,93864958.103896
93884,114,13112,93866707.032705
93885,142,11033,93868966.784093
93886,92,8612,93871101.131739
93887,93,12447,93871437.727985
93888,180,19925,93872453.846225
93889,148,30000,93872950.805385
93890,74,24235,93874239.545626
93891,176,30000,93875469.411634
93892,154,14462,93875550.965691
93893,98,10669,93875696.909777
93894,135,8950,93876796.712521
93895,100,20577,93876841.654865
93896,91,15130,93877029.318286
93897,119,13908,93878228.209837
93898,217,19989,93884254.833576
93899,106,18835,93887069.251443
93900,78,11706,93887188.206381
93901,167,20978,93887311.290548
93902,98,15846,93887725.943981
93903,144,11868,93887971.950016
93904,143,20710,93888743.969304
93905,101,2269,93888760.337429
93906,81,10356,93888779.423947
93907,165,13170,93889522.500708
93908,105,21492,93891084.510922
93909,91,15130,93891738.489420
93910,111,24261,93891823.001085
93911,93,22516,93891891.501927
93912,149,25939,93893735.736365
93913,150,16945,93893846.427460
93914,84,8800,93895755.350383
93915,117,30000,93897200.704548
93916,110,12247,93897465.908677
93917,78,3301,93897715.364689
93918,78,15796,93897875.458382
93919,133,7787,93898168.463758
93920,394,28505,93898737.136330
93921,72,10106,93898996.593608
93922,121,8797,93900319.751514
93923,253,12815,93902098.949786
93924,125,10742,93903321.218001
93925,89,6308,93907752.020529
93926,196,10984,93908343.222250
93927,124,19276,93909427.012421
93928,125,9205,93910775.051464
93929,124,20908,93911569.051886
93930,122,18164,93911768.480543
93931,112,16638,93912226.149590
93932,122,7852,93912269.089754
93933,141,19474,93913018.743942
93934,55,14258,93913669.122049
93935,121,9859,93914349.166821
93936,84,8800,93914894.254503
93937,82,11709,93915185.194461
93938,211,30000,93916028.124052
93939,121,8783,93916579.307826
93940,191,28543,93917534.807630
93941,90,10771,93919164.289016
93942,226,30000,93919472.645044
93943,189,20545,93919764.394007
93944,202,9825,93920332.228447
93945,224,30000,93921735.240364
93946,135,22075,93928777.853920
93947,182,11276,93929453.833223
93948,106,11559,93930009.433783
93949,94,11022,93931466.114793
93950,168,10722,93931624.225524
93951,69,9602,93932668.400412
93952,109,12057,93935117.622761
93953,91,2896,93935485.539505
93954,123,20435,93935873.018218
93955,124,11962,93936539.786734
93956,110,12611,93936900.381440
93957,144,11552,93937466.358618
93958,160,19381,93938078.970895
93959,63,10624,93940492.071962
93960,162,20325,93940660.728740
93961,226,30000,93942928.493344
93962,258,13593,93943477.631952
93963,95,22468,93943713.984761
93964,92,30000,93944347.372444
93965,132,12065,93944537.119224
93966,142,24062,93945868.547410
93967,91,6377,93946235.217212
93968,217,11902,93946423.932186
93969,156,7807,93947533.847986
93970,121,22150,93951064.683949
93971,120,5262,93951410.573142
93972,167,22197,93952759.282377
93973,303,11878,93952987.371803
93974,108,20118,93954233.518434
93975,120,15223,93957163.538603
93976,140,18938,93958222.639154
93977,95,8588,93958479.628178
93978,142,15084,93962247.117882
93979,92,8612,93962367.189561
93980,102,10875,93964312.793587
93981,69,30000,93964925.708361
93982,282,18336,93965545.010551
93983,133,10001,93966165.629513
93984,155,6196,93966184.975031
93985,75,21758,93966232.904387
93986,108,20118,93967038.055096
93987,131,7312,93967726.805857
93988,131,30000,93968068.607554
93989,271,12331,93968325.566326
93990,221,30000,93969660.009731
93991,96,15368,93970651.632926
93992,107,15653,93971925.068733
93993,129,7372,93972124.741825
93994,394,28505,93973074.335847
93995,137,26438,93973575.612311
93996,394,28505,93974368.791446
93997,91,11960,93975553.130841
93998,154,8435,93975938.273026
93999,96,18962,93976342.583942
94000,258,11879,93976691.385087
94001,131,17773,93978594.248940
94002,131,30000,93978931.126800
94003,140,15820,93980438.592713
94004,112,11732,93980962.322413
94005,137,15276,93981928.806541
94006,141,12488,93982837.540514
94007,261,12741,93982883.968793
94008,97,22816,93984581.812284
94009,249,12231,93985109.081935
94010,131,12068,93985352.644315
94011,108,18488,93986661.375724
94012,129,9017,93986943.363982
94013,87,9037,93987351.030393
94014,205,10770,93987652.022266
94015,221,23305,93987757.815160
94016,82,8877,93992632.655394
94017,130,10121,93994045.151230
94018,84,10721,93995122.389838
94019,92,7349,93998842.501214
94020,114,6252,94001975.872147
94021,103,11928,94002019.470219
94022,207,18570,94002657.614276
94023,124,30000,94003312.298128
94024,62,30000,94003900.139049
94025,172,21549,94004147.459068
94026,141,10293,94004331.134603
94027,91,11867,94005700.097826
94028,155,7230,94006000.457639
94029,177,5567,94006369.517595
94030,91,14537,94006380.503241
94031,75,30000,94007754.960363
94032,158,6546,94008892.542062
94033,95,6421,94009001.403826
94034,263,30000,94009595.785710
94035,212,7047,94014364.543256
94036,66,21883,94015659.404473
94037,550,7247,94016552.320064
94038,82,24030,94019293.786178
94039,118,16927,94020233.666813
94040,166,14104,94021430.675140
94041,66,10079,94023563.311690
94042,50,11164,94024120.213116
94043,133,10001,94024667.930279
94044,83,3270,94026075.690555
94045,93,8376,94027058.716370
94046,138,9676,94027861.262217
94047,189,28659,94028324.597632
94048,72,7326,94029127.941176
94049,224,30000,94030338.788813
94050,101,16571,94032064.009476
94051,119,12493,94035390.452915
94052,128,9240,94035716.397900
94053,50,12294,94036661.992479
94054,115,5927,94037774.255061
94055,125,11122,94038008.816225
94056,65,11709,94038164.232663
94057,88,7055,94039043.746573
94058,138,12976,94040056.232595
94059,202,25044,94040565.333303
94060,97,30000,94041155.491808
94061,113,11440,94042856.753168
94062,97,30000,94043319.751739
94063,149,18137,94045700.671511
94064,183,30000,94045943.631367
94065,127,19626,94046194.861583
94066,91,8159,94046546.516026
94067,141,10293,94046574.289400
94068,93,10292,94047017.827497
94069,98,8045,94047674.708224
94070,161,8507,94048360.913593
94071,376,15377,94048713.481877
94072,76,11502,94048858.712027
94073,100,8061,94048910.889920
94074,126,8471,94051408.320401
94075,140,10620,94052033.514336
94076,155,6646,94053294.760054
94077,526,25491,94055155.217749
94078,154,10520,94055672.116654
94079,208,22751,94056240.054800
94080,217,19989,94057039.375730
94081,106,17341,94057306.342640
94082,114,21643,94058581.836785
94083,113,18441,94058994.179435
94084,207,21963,94061687.944124
94085,177,10139,94061779.064775
94086,189,13119,94062644.446916
94087,128,11622,94063422.370259
94088,153,11857,94064812.827381
94089,151,17482,94065357.421988
94090,132,16861,94069595.376393
94091,136,18762,94070520.075086
94092,126,20113,94071541.505091
94093,120,11929,94072675.182620
94094,195,18202,94073176.992142
94095,146,18973,94074777.798386
94096,98,10006,94075934.556704
94097,144,6541,94076511.891253
94098,159,20165,94077169.812807
94099,239,5567,94077937.477437
94100,131,7312,94080462.682901
94101,179,11959,94081290.494294
94102,159,8184,94082849.736993
94103,76,14743,94083502.511945
94104,55,13832,94083674.295176
94105,159,11939,94083810.988137
94106,133,19824,94083998.503544
94107,118,17630,94084169.125663
94108,70,4148,94085394.536152
94109,119,18735,94085867.689193
94110,152,13617,94086375.344035
94111,151,18834,94089300.552986
94112,93,23127,94089599.890646
94113,237,10425,94091044.967694
94114,98,10006,94092355.464114
94115,203,5283,94092807.342284
94116,148,30000,94094282.325713
94117,235,17737,94095133.110283
94118,76,14743,94095278.038209
94119,86,13112,94096401.812123
94120,217,30000,94097123.807169
94121,373,27774,94100438.292922
94122,196,22498,94100624.869371
94123,116,18739,94100663.234806
94124,126,11697,94101264.399200
94125,136,30000,94103821.998379
94126,176,30000,94103947.704747
94127,85,22698,94104140.295697
94128,253,9553,94105198.764421
94129,156,28258,94106785.923832
94130,237,13589,94107150.025644
94131,600,28478,94110113.845919
94132,154,20413,94111591.460097
94133,108,11737,94111792.231859
94134,105,18427,94113175.653806
94135,101,2269,94114275.619681
94136,130,10965,94114569.934974
94137,220,9176,94114680.523113
94138,89,7146,94114969.021384
94139,170,15099,94115361.280508
94140,148,29685,94115369.946937
94141,151,11196,94117407.802109
94142,113,12219,94117863.020141
94143,147,10191,94120367.936412
94144,96,18962,94120424.091185
94145,181,10109,94120566.903834
94146,97,15385,94122228.186762
94147,172,14378,94122534.114706
94148,136,30000,94123481.547077
94149,196,30000,94124268.490531
94150,84,9727,94124441.291949
94151,160,11369,94124693.587192
94152,235,16474,94125120.281303
94153,152,13617,94125170.650295
94154,92,8896,94125681.085755
94155,123,18331,94126070.903221
94156,175,26508,94126304.725193
94157,181,12312,94126345.357001
94158,234,18537,94131184.799159
94159,274,21875,94132330.316446
94160,75,12838,94133080.809345
94161,267,11288,94134366.999235
94162,101,17938,94135456.374557
94163,111,30000,94136775.930112
94164,79,10758,94138212.279844
94165,373,27774,94138342.111902
94166,490,19674,94139368.778826
94167,197,6509,94139378.979910
94168,93,10384,94139476.767420
94169,117,12152,94139569.157954
94170,70,21202,94140044.029259
94171,176,30000,94140603.892055
94172,90,29308,94142208.003695
94173,176,26305,94143365.730617
94174,221,30000,94144696.994586
94175,85,6762,94144953.903590
94176,146,18516,94146536.567522
94177,175,20920,94146731.427405
94178,116,19012,94147212.150304
94179,204,10441,94148140.842215
94180,67,8026,94148635.621801
94181,95,11396,94148905.553377
94182,360,16365,94149346.217461
94183,166,20118,94151036.235993
94184,189,30000,94151261.823204
94185,148,9716,94152951.666940
94186,66,10079,94153050.359822
94187,112,10378,94154514.040780
94188,193,13733,94155753.574912
94189,103,12127,94156497.893365
94190,138,30000,94157188.227757
94191,79,12209,94157645.138507
94192,220,11979,94157697.145241
94193,103,7251,94159402.979721
94194,91,7895,94159531.860395
94195,172,20662,94159982.609037
94196,157,9453,94160217.098260
94197,150,11738,94160368.300755
94198,83,3270,94161583.752133
94199,80,16027,94163781.454422
94200,137,13373,94164612.105689
94201,85,22698,94164766.739296
94202,146,5739,94165037.894667
94203,231,23244,94165449.773167
94204,170,16301,94165660.519865
94205,91,10837,94165962.207269
94206,198,30000,94167169.955995
94207,241,14099,94168145.623976
94208,132,4866,94168161.250930
94209,94,11910,94169199.347141
94210,92,11843,94172240.585326
94211,198,30000,94172855.982314
94212,119,18735,94177016.239515
94213,258,11879,94180780.534153
94214,61,27326,94182095.131234
94215,163,9283,94182894.325734
94216,80,14932,94185421.971389
94217,83,8916,94186076.684300
94218,157,12280,94187638.724774
94219,253,12504,94187701.327558
94220,151,15634,94189574.759823
94221,110,12611,94189729.034685
94222,218,14070,94190363.376168
94223,140,9310,94190977.466471
94224,97,30000,94191402.140384
94225,100,4162,94192417.273557
94226,90,12482,94194299.251335
94227,263,30000,94197447.776911
94228,120,14847,94197500.190245
94229,192,27161,94200508.833978
94230,118,4622,94200637.381962
94231,76,8409,94202494.491168
94232,121,8797,94203290.122059
94233,93,10753,94204561.569665
94234,140,7221,94204986.435698
94235,95,20925,94206261.107276
94236,166,15256,94206282.177373
94237,197,6950,94213850.447080
94238,211,23361,94215003.478228
94239,82,11581,94216683.987643
94240,176,30000,94217634.480190
94241,86,20114,94217801.024303
94242,147,11359,94218793.141244
94243,104,6477,94220314.692374
94244,203,12185,94222440.781785
94245,116,4685,94223967.158522
94246,55,7947,94224106.712302
94247,149,11427,94224520.571469
94248,150,30000,94224741.195925
94249,600,28478,94225004.448926
94250,107,15653,94225427.473466
94251,235,16474,94225552.544385
94252,124,11962,94225609.448310
94253,189,30000,94226260.719488
94254,104,16554,94228527.782133
94255,133,10001,94233635.859118
94256,196,30000,94234390.745436
94257,70,5260,94234659.341597
94258,82,8911,94235935.443767
94259,106,30000,94236858.414901
94260,143,30000,94238153.660776
94261,102,16800,94242226.013234
94262,143,30000,94242656.917532
94263,108,11737,94243356.356126
94264,181,12422,94244028.655243
94265,69,10430,94245729.989656
94266,145,14761,94246046.642136
94267,114,16806,94246996.734687
94268,121,6260,94247364.432238
94269,196,24455,94248626.588655
94270,148,8901,94249459.591779
94271,125,8328,94250649.406284
94272,123,3539,94253694.714891
94273,271,7167,94255446.745245
94274,114,5528,94256225.057542
94275,154,12772,94256463.315447
94276,110,11054,94256722.028212
94277,54,15523,94256952.765243
94278,135,6511,94259431.585046
94279,116,4685,94260416.125194
94280,111,13988,94263472.191031
94281,76,6261,94263604.016888
94282,182,12570,94266032.361169
94283,149,10286,94266295.389721
94284,211,30000,94266854.911669
94285,203,12185,94268169.224105
94286,140,9815,94270089.510123
94287,285,10274,94271359.372530
94288,146,6377,94271603.867834
94289,193,30000,94272428.655920
94290,194,26488,94272817.814941
94291,198,30000,94274162.666374
94292,139,12459,94275093.443199
94293,97,21989,94275207.359093
94294,96,12259,94276767.184854
94295,105,12472,94276831.128007
94296,138,29764,94277308.836183
94297,134,30000,94278049.253967
94298,93,10384,94278345.399153
94299,55,13818,94278431.418337
94300,203,7270,94279042.238889
94301,181,10109,94282902.966084
94302,118,11109,94283687.020318
94303,182,11873,94289506.823372
94304,145,7483,94292879.603099
94305,84,8169,94293106.023359
94306,78,10379,94294005.088293
94307,118,9687,94294209.197182
94308,164,30000,94294398.724246
94309,183,19695,94294465.880898
94310,113,15282,94294474.747865
94311,70,7418,94295902.369742
94312,150,9126,94297468.874718
94313,132,12065,94298112.874975
94314,136,30000,94298202.475665
94315,211,23571,94298854.770496
94316,69,10430,94301904.638137
94317,92,7858,94302293.567122
94318,126,11852,94303340.828944
94319,195,20547,94303542.774119
94320,87,12635,94305188.577015
94321,156,9048,94305269.083742
